A,B,Y
-4.078,-3.6376,1
-2.6962,-3.4507,1
-5.3931,-1.6198,1
-3.5013,-4.9437,1
-5.1753,-2.5465,1
-2.3111,-5.4198,1
-2.4234,-0.20435,1
-1.586,-6.723,1
-4.0546,-1.6862,1
-1.1095,-4.2754,1
-2.9676,-3.5741,1
-0.94755,-9.7752,1
-5.4804,-5.6316,1
-1.4022,-1.4305,1
-2.6556,-5.0973,1
-2.5221,-3.7946,1
-7.7433,0.55761,1
-6.7481,2.033,1
-2.1194,-5.2085,1
-1.8263,-7.6355,1
-0.49429,-4.746,1
-4.5314,-3.8678,1
-3.0365,-4.4897,1
-5.4674,0.47095,1
-4.2504,-7.4873,1
-0.27617,-5.6509,1
-5.2052,-1.5087,1
-3.6052,-4.6944,1
-1.5068,-10.715,1
0.018775,-9.0769,1
-5.4371,-3.7265,1
-5.8319,-0.19568,1
-4.1712,-5.3769,1
-3.9516,-4.281,1
-1.4437,-8.3345,1
-6.9361,0.94687,1
-4.4119,0.86516,1
-1.2253,-9.0641,1
-7.5306,-1.797,1
-4.9313,-0.31022,1
-1.1572,-7.331,1
-0.23556,-12.471,1
-0.45914,-8.6072,1
-0.74886,-5.5463,1
-3.814,-6.549,1
-1.7392,-7.9336,1
-3.2586,-6.3925,1
-6.2165,-2.3382,1
-3.1947,-6.5764,1
-2.8448,-4.7978,1
0.92329,-4.168,1
-2.8255,-3.8986,1
-2.715,-8.3104,1
-6.3835,2.5759,1
-6.3884,-3.6755,1
3.1669,-12.637,1
-4.3271,-8.3971,1
-3.48,-6.0591,1
4.2882,-14.095,1
-0.37469,-13.108,1
-1.7091,-7.9884,1
-0.87112,-7.3806,1
-5.986,1.3468,1
-5.5173,-0.68285,1
-8.2305,-2.9433,1
-5.0615,-2.892,1
-1.76,-5.692,1
-7.3748,1.2137,1
-2.3581,-4.8929,1
-4.4707,-4.5314,1
-2.0242,-5.8931,1
-5.7253,-1.3557,1
-3.9635,-1.6366,1
-1.3272,-7.734,1
-4.6047,-5.0875,1
-3.121,-3.3433,1
-3.1072,-6.7964,1
-4.3771,-3.9054,1
-6.1984,-0.39169,1
-3.9883,-4.733,1
1.1643,-4.7121,1
-5.4004,-4.8204,1
-0.37967,-5.9393,1
-1.9023,-7.1249,1
2.2436,-12.388,1
-7.2505,-2.2281,1
-4.7862,-4.2711,1
-4.471,0.01673,1
-1.7747,-8.3326,1
-5.0854,-3.4161,1
-3.1749,-4.5206,1
-2.0782,-4.5515,1
-0.71945,-3.7474,1
-5.3807,-1.5681,1
2.2748,-11.232,1
-4.6832,-0.21262,1
2.7772,-9.9333,1
0.55331,-5.6133,1
-6.5048,-0.36485,1
-1.7049,-5.8809,1
-4.8329,-4.2849,1
-3.8488,-5.3905,1
-1.2655,-9.1074,1
0.093297,-8.26,1
-2.8138,-3.2574,1
-4.8884,-2.0148,1
-1.7944,-7.0185,1
-3.0929,-5.571,1
-3.0678,-3.8679,1
-5.4808,-1.7622,1
-4.7564,-4.3638,1
-4.7359,-2.5228,1
0.2047,-7.1254,1
-3.8554,-3.4825,1
-2.2656,-6.9328,1
-4.7072,-4.4194,1
1.172,-6.7797,1
-9.3855,-0.12686,1
-0.69737,-3.88,1
-0.76679,-6.99,1
-7.3885,1.833,1
0.35334,-9.2216,1
-2.9646,-6.8856,1
-1.6606,-6.4339,1
1.1778,-9.8189,1
-1.3138,-7.4394,1
-5.2707,-4.3669,1
-5.2905,-4.6166,1
-2.0212,-5.5113,1
-1.8865,-3.8235,1
-1.2294,-5.4597,1
-2.6631,-6.6637,1
0.12431,-9.6574,1
-0.8137,-7.1754,1
-1.3127,-6.5345,1
-3.64,-3.5147,1
2.1469,-11.404,1
1.5508,-7.7025,1
-3.722,-3.292,1
-6.4116,-3.9178,1
-5.5438,-4.7876,1
-6.6377,-1.3592,1
-3.1114,-5.1308,1
-1.2878,-7.6148,1
-0.64136,-7.1353,1
-3.2185,-5.9029,1
-4.3753,-3.2848,1
-5.2269,-6.1085,1
-5.4405,-3.2645,1
-0.20857,-6.3807,1
-2.8902,-4.4265,1
-1.7205,-8.8596,1
-4.3332,-3.275,1
-5.9925,-0.86512,1
-3.1662,-3.437,1
-1.6373,-7.1208,1
-5.0773,-0.47063,1
-5.8683,-2.4941,1
-2.9878,-4.5338,1
-6.0774,-4.3304,1
-0.27744,-8.8705,1
-5.9033,-0.8656,1
-1.1655,-5.9358,1
-5.5746,-1.0577,1
-0.29243,-8.187,1
-2.9065,-5.3553,1
-4.472,-2.6797,1
-7.8855,-2.0424,1
0.40438,-8.7141,1
-4.5578,-2.8832,1
-0.33353,-9.0248,1
-4.5171,-5.1558,1
0.76975,-7.679,1
0.69324,-4.2106,1
0.58214,-9.5994,1
-0.24855,-8.7807,1
-3.3062,-4.5113,1
-4.5698,-5.7067,1
-3.041,-4.8349,1
1.0205,-6.6673,1
-5.1156,-2.2638,1
0.36076,-6.1367,1
-3.977,-2.0115,1
0.5706,-8.752,1
-6.0682,-4.2946,1
-2.638,-6.8229,1
-5.0831,-3.005,1
-4.7824,-3.4324,1
-5.5889,-2.554,1
-4.1384,-3.6895,1
-1.9348,-5.9739,1
-2.922,-6.5536,1
-2.7028,-3.5734,1
-1.4266,-3.0509,1
-5.6363,-1.1816,1
-0.83623,-2.8448,1
-6.5941,-3.1966,1
-5.125,-5.5,1
-0.60637,-8.8809,1
-0.19727,-12.555,1
-7.2768,-2.9449,1
-0.51212,-6.6337,1
-4.4504,-4.6925,1
-2.2655,-2.765,1
-4.7352,-1.42,1
-4.7083,-7.3432,1
-1.0362,-7.8864,1
0.71378,-7.4329,1
-6.5847,-0.54559,1
-2.6554,-3.7099,1
1.1276,-9.1584,1
-5.2047,-2.6973,1
-2.8833,-5.9652,1
-2.3102,-6.337,1
-1.1043,-8.2022,1
-2.8322,-3.691,1
-3.788,-4.6334,1
-5.7573,-2.016,1
-4.6457,-2.2215,1
1.9273,-9.3317,1
-2.8151,-2.6346,1
1.8917,-10.178,1
-5.3245,-0.2172,1
2.792,-11.254,1
-7.3217,-0.69318,1
-4.7989,-5.4073,1
-6.0325,-0.584,1
-5.178,-5.3011,1
-4.8485,-5.7421,1
-2.0587,-2.9735,1
-6.2134,-3.8098,1
-3.8092,-6.603,1
-5.3328,-2.861,1
-4.7151,-2.3988,1
-6.8462,1.1819,1
-1.0599,-4.461,1
-7.6806,-1.4222,1
-5.9238,1.2036,1
-4.6661,-2.5637,1
-1.5078,-6.637,1
-3.2568,-5.1254,1
-2.9086,-7.438,1
-4.7124,-3.2188,1
-1.9045,-6.6505,1
-3.4614,-4.5317,1
-1.7004,-4.2884,1
-1.2009,-3.1297,1
-2.0193,-4.4477,1
2.4063,-10.046,1
-4.3049,-4.4856,1
-2.8799,-6.0974,1
-0.83224,-5.8162,1
-5.1341,-7.1226,1
-4.6683,-3.9766,1
-6.5068,-3.4984,1
-0.58106,-6.1048,1
0.41236,-8.0864,1
-1.0526,-6.0937,1
-4.2061,-4.8441,1
-2.4888,-3.7791,1
3.2365,-13.225,1
-1.0957,-8.7699,1
-2.5307,-4.7327,1
-0.67301,-6.0669,1
-1.3241,-7.8063,1
-1.2998,-4.3976,1
-0.38739,-10.594,1
1.4384,-8.1889,1
-4.1216,-7.5557,1
-0.581,-6.7265,1
-3.6956,-6.1526,1
-2.7414,-7.6142,1
-6.2194,-4.7331,1
-8.3257,-2.6459,1
-2.8798,-9.6637,1
-0.90794,-6.7801,1
-2.7934,-4.67,1
-1.993,-8.5424,1
0.95878,-6.1461,1
-4.0409,-4.6959,1
-4.2575,-4.6959,1
-3.2086,-3.3879,1
-0.11976,-7.897,1
-2.6818,-6.4205,1
-3.8334,-2.6175,1
-3.5466,-2.9464,1
-1.6271,-4.246,1
-2.8401,-3.9617,1
-4.8541,-4.0603,1
-1.8664,-9.2364,1
-0.17595,-9.7137,1
-2.5267,-9.0654,1
-3.8081,-1.9073,1
-4.3587,-5.0862,1
-3.5492,-5.6685,1
-2.6998,-5.8883,1
-1.6878,-9.0802,1
-2.6725,-6.6359,1
-5.7534,-0.98342,1
-1.3295,-5.718,1
-0.13112,-9.1499,1
-4.8889,-4.0746,1
-3.2208,-5.663,1
-4.9233,-5.2469,1
-3.6024,-2.2521,1
-3.5578,-7.3706,1
-0.43914,-3.9745,1
-4.3549,-4.8051,1
-7.6189,-1.5741,1
0.16201,-8.8414,1
-5.146,-0.13234,1
0.13429,-6.8327,1
1.6591,-5.2803,1
-6.1781,-3.3455,1
-1.0028,-7.0825,1
-2.9798,-6.9484,1
3.9425,-12.326,1
-3.0372,-4.3604,1
-0.042304,-5.0112,1
-2.3296,-4.0859,1
-1.8353,-4.8203,1
-2.5746,-5.7149,1
-6.5163,0.66298,1
-1.8979,-6.2156,1
-4.4293,-3.8476,1
2.1057,-7.9267,1
-1.0654,-5.0823,1
